ID	SampleID	Species	Population	Source	SourceID	Region	Country	Season	CollDate	Type	Medium	RUGstack	RUGbox	RUGpos	Notes
1188	RK510	Red Knot	rogersi	Massey	EET	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	19	
1189	RK511	Red Knot	rogersi	Massey	EEU	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	20	
1190	RK512	Red Knot	rogersi	Massey	EEV	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	21	
1191	RK513	Red Knot	rogersi	Massey	EEW	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	22	
1192	RK514	Red Knot	rogersi	Massey	EEX	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	23	
1193	RK515	Red Knot	rogersi	Massey	EAB	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	24	geolocator-tracked
1194	RK516	Red Knot	rogersi	Massey	EAA	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	25	geolocator-tracked
1195	RK517	Red Knot	piersmai	Massey	EBD	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	26	subspecies by Foxton plumage
1196	RK518	Red Knot	rogersi	Massey	EBH	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	27	
1197	RK519	Red Knot	rogersi	Massey	EBL	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	28	
1198	RK520	Red Knot	rogersi	Massey	CEE	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	29	
1199	RK521	Red Knot	rogersi	Massey	CEM	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	30	
1200	RK522	Red Knot	rogersi	Massey	CEU	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	31	geolocator-tracked
1201	RK523	Red Knot	piersmai	Massey	CEZ	Foxton	New Zealand	winter	11/19/2013	blood	lysis buffer	72	2	32	geolocator-tracked
1202	RK524	Red Knot	piersmai	Massey	CEZ	Foxton	New Zealand	winter	11/03/2009	blood	ethanol	72	2	33	geolocator-tracked
1203	RK525	Red Knot	rogersi	Massey	6YYYW	Foxton	New Zealand	winter	11/09/2010	blood	ethanol	72	2	34	
1204	RK526	Red Knot	rogersi	Massey	4YBBW	Foxton	New Zealand	winter	11/09/2010	blood	ethanol	72	2	35	
1205	RK527	Red Knot	rogersi	Massey	4YBBR	Foxton	New Zealand	winter	11/09/2010	blood	ethanol	72	2	36	
1206	RK528	Red Knot	rogersi	Massey	4YWYW	Foxton	New Zealand	winter		blood	ethanol	72	2	37	
1207	RK529	Red Knot	rogersi	Massey	4WWYY	Foxton	New Zealand	winter		blood	ethanol	72	2	38	
1275	RK530	Red Knot	rogersi	PTomkovich	HS010933	Chukotka	Russia	breed	06/17/2014	blood	ethanol	65	12	79	
1276	RK531	Red Knot	unk	PTomkovich	1	Odessa	Ukraine	southbound	09/10/2015	blood	ethanol	70	1	79	unidentified juvenile; 46.44N, 31.11E
1277	RK532	Red Knot	unk	PTomkovich	2	Odessa	Ukraine	southbound	09/10/2015	blood	ethanol	70	1	80	unidentified juvenile; 46.44N, 31.11E
1278	RK533	Red Knot	unk	PTomkovich	3	Odessa	Ukraine	southbound	09/10/2015	blood	ethanol	70	1	81	unidentified juvenile; 46.44N, 31.11E
1281	RK534	Red Knot	rogersi	Massey	EAU	Foxton	New Zealand	winter		blood	lysis buffer	72	2	39	geolocator-tracked
